id,name,category,desc,ticket,duration,lat,lng,rating,tags,stay_detail,gmaps_url,source
eurad-highland,Eurad Highland,Alam,,,,-6.7906387,107.6789917,,"['1390', 'peak']",,https://www.google.com/maps/search/?api=1&query=Eurad%20Highland%2C%20Bandung,osm
gedung-sate,Gedung Sate,Alam,,,,-6.9015419,107.6187689,,"['sign', 's', 'gedung_sate', 'viewpoint']",,https://www.google.com/maps/search/?api=1&query=Gedung%20Sate%2C%20Bandung,osm
sunan-ibu,Sunan Ibu,Alam,,,,-7.168436,107.400428,,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Sunan%20Ibu%2C%20Bandung,osm
atrium-cibadag,Atrium Cibadag,Alam,,,,-6.9552652,107.6986145,,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Atrium%20Cibadag%2C%20Bandung,osm
atrium-cileutik,Atrium Cileutik,Alam,,,,-6.9544364,107.6982601,,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Atrium%20Cileutik%2C%20Bandung,osm
atrium-ciunik,Atrium Ciunik,Alam,,,,-6.9558207,107.697333,,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Atrium%20Ciunik%2C%20Bandung,osm
cukul-sunrise-point,Cukul sunrise point,Alam,,,,-7.2337053,107.5342649,,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Cukul%20sunrise%20point%2C%20Bandung,osm
puncak-bayangan-manglayang,Puncak bayangan Manglayang,Alam,,,,-6.8821103,107.7485993,,['peak'],,https://www.google.com/maps/search/?api=1&query=Puncak%20bayangan%20Manglayang%2C%20Bandung,osm
puncak-mega-gunung-puntang,Puncak Mega Gunung Puntang,Alam,,,,-7.1213917,107.6212909,,"['2223', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Mega%20Gunung%20Puntang%2C%20Bandung,osm
puncak-sangar,Puncak Sangar,Alam,,,,-7.105745,107.6362824,,"['1690', 'peak', 'yes']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Sangar%2C%20Bandung,osm
puncak-cipanas,Puncak Cipanas,Alam,,,,-7.1524002,107.8486892,,"['2059', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Cipanas%2C%20Bandung,osm
puncak-2,Puncak 2,Alam,,,,-7.149386,107.8459194,,"['2135', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%202%2C%20Bandung,osm
puncak-3,Puncak 3,Alam,,,,-7.1446137,107.8439723,,"['2213', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%203%2C%20Bandung,osm
sabana-gunung-kendang,Sabana Gunung Kendang,Alam,,,,-7.2427806,107.7071398,,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Sabana%20Gunung%20Kendang%2C%20Bandung,osm
puncak-pasirkuda,Puncak Pasirkuda,Alam,,,,-7.1104935,107.6305434,,"['350', 'peak', 'viewpoint']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Pasirkuda%2C%20Bandung,osm
batu-susun,Batu Susun,Alam,,,,-7.109316,107.6332746,,"['330', 'rock', 'viewpoint']",,https://www.google.com/maps/search/?api=1&query=Batu%20Susun%2C%20Bandung,osm
gunung-geulis-manggahang,Gunung Geulis Manggahang,Alam,,,,-7.0359164,107.6438703,,['peak'],,https://www.google.com/maps/search/?api=1&query=Gunung%20Geulis%20Manggahang%2C%20Bandung,osm
puncak-koromong,Puncak Koromong,Alam,,,,-7.0275536,107.6212452,,"['996', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Koromong%2C%20Bandung,osm
puncak-sulibra-artapela,Puncak Sulibra Artapela,Alam,,,,-7.1724634,107.6539151,,['peak'],,https://www.google.com/maps/search/?api=1&query=Puncak%20Sulibra%20Artapela%2C%20Bandung,osm
pos-2,Pos 2,Alam,,,,-6.7853681,107.5566628,,"['no', 'no', 'no', 'ground', 'picnic_site']",,https://www.google.com/maps/search/?api=1&query=Pos%202%2C%20Bandung,osm
pos-3,Pos 3,Alam,,,,-6.7825582,107.5562758,,"['no', 'no', 'no', 'ground', 'picnic_site']",,https://www.google.com/maps/search/?api=1&query=Pos%203%2C%20Bandung,osm
pos-4,Pos 4,Alam,,,,-6.7789597,107.5567973,,"['no', 'no', 'no', 'ground', 'picnic_site']",,https://www.google.com/maps/search/?api=1&query=Pos%204%2C%20Bandung,osm
puncak-malabar-2,Puncak Malabar 2,Alam,,,,-7.1302312,107.6382722,,"['2329', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Malabar%202%2C%20Bandung,osm
puncak-malabar-3,Puncak Malabar 3,Alam,,,,-7.1317538,107.6393764,,"['2321', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Malabar%203%2C%20Bandung,osm
puncak-malabar-4,Puncak Malabar 4,Alam,,,,-7.1350464,107.6399272,,"['2319', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Malabar%204%2C%20Bandung,osm
puncak-malabar-5,Puncak Malabar 5,Alam,,,,-7.1404538,107.6388971,,"['2270', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Malabar%205%2C%20Bandung,osm
puncak-malabar-6,Puncak Malabar 6,Alam,,,,-7.1452992,107.6354794,,"['2300', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Malabar%206%2C%20Bandung,osm
puncak-upas,Puncak Upas,Alam,,,,-6.7610248,107.6047493,,"['upas_hill', '2084', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Upas%2C%20Bandung,osm
pasir-eurih,Pasir Eurih,Alam,,,,-6.7525837,107.6810574,,"['917', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Eurih%2C%20Bandung,osm
puncak-batubelang,Puncak Batubelang,Alam,,,,-6.7929356,107.6682472,,"['1381', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Batubelang%2C%20Bandung,osm
gunung-papak,Gunung Papak,Alam,,,,-6.7675156,107.7395403,,"['1073', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Papak%2C%20Bandung,osm
pasir-ciasih,Pasir Ciasih,Alam,,,,-6.7514277,107.6740408,,"['939', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Ciasih%2C%20Bandung,osm
gunung-kramat,Gunung Kramat,Alam,,,,-6.7675742,107.6510918,,"['1511', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kramat%2C%20Bandung,osm
pasir-waspada,Pasir Waspada,Alam,,,,-6.7938092,107.6828921,,"['1533', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Waspada%2C%20Bandung,osm
pasir-reungit,Pasir Reungit,Alam,,,,-6.7981185,107.6792175,,"['1449', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Reungit%2C%20Bandung,osm
gunung-meong,Gunung Meong,Alam,,,,-6.7900271,107.6982397,,"['1379', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Meong%2C%20Bandung,osm
gunung-pamoyanan,Gunung Pamoyanan,Alam,,,,-6.776401,107.6710045,,"['1517', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pamoyanan%2C%20Bandung,osm
gunung-lingkung,Gunung Lingkung,Alam,,,,-6.7856751,107.6715946,,"['1529', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Lingkung%2C%20Bandung,osm
gunung-korsi,Gunung Korsi,Alam,,,,-6.7920993,107.676782,,"['1430', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Korsi%2C%20Bandung,osm
gunung-cikendung,Gunung Cikendung,Alam,,,,-6.7888286,107.6782626,,"['1500', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Cikendung%2C%20Bandung,osm
pasir-batuwalang,Pasir Batuwalang,Alam,,,,-6.7594344,107.6924568,,"['1121', 'mt', 'peak']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Batuwalang%2C%20Bandung,osm
taman-prabuwangi,Taman Prabuwangi,Alam,,,,-6.9129723,107.6722955,,"['recreation_ground', 'park', 'grass']",,https://www.google.com/maps/search/?api=1&query=Taman%20Prabuwangi%2C%20Bandung,osm
alun-alun-kota-bandung,Alun-Alun Kota Bandung,Alam,"Lush and shaded by trees urban city park, build using synthetic grass.",,,-6.9218356,107.6070471,,"['lush_and_shaded_by_trees_urban_city_park,_build_using_synthetic_grass.', 'park', 'yes', 'q12471672', 'category:alun-alun_bandung', 'id:alun-alun_bandung']",,https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Kota%20Bandung%2C%20Bandung,osm
lapangan-supratman,Lapangan Supratman,Alam,,,,-6.9076574,107.6298782,,"['taman_persib', 'park', 'yes', '24/7', 'artificial_turf', 'yes', 'q62078992']",,https://www.google.com/maps/search/?api=1&query=Lapangan%20Supratman%2C%20Bandung,osm
taman-radio,Taman Radio,Alam,,,,-6.9025114,107.6112733,,"['yes', 'park', '24/7', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Radio%2C%20Bandung,osm
taman-cikapayang-dago,Taman Cikapayang Dago,Alam,,,,-6.8985154,107.6123633,,"['yes', 'park', '24/7', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Cikapayang%20Dago%2C%20Bandung,osm
taman-kandaga-puspa,Taman Kandaga Puspa,Alam,"The park is recently revamped and revitalized by the government (in progress) with new plants and amenities. River flows in the middle of the park. Good for morning walk and popular among community members. meadow, park, recreational, grass, trees, river",,,-6.9032474,107.6224659,,"['taman_cilaki', 'the_park_is_recently_revamped_and_revitalized_by_the_government_(in_progress)_with_new_plants_and_amenities._river_flows_in_the_middle_of_the_park._good_for_morning_walk_and_popular_among_community_members._meadow,_park,_recreational,_grass,_trees,_river', 'park']",,https://www.google.com/maps/search/?api=1&query=Taman%20Kandaga%20Puspa%2C%20Bandung,osm
taman-lansia,Taman Lansia,Alam,"meadow, park, recreational, grass, trees, river",,,-6.9021588,107.6207901,,"['yes', 'meadow,_park,_recreational,_grass,_trees,_river', 'park', '24/7', 'ground,_with_paved_walkway_circling_the_lansia_park', 'yes', 'yes', 'q31173292']",,https://www.google.com/maps/search/?api=1&query=Taman%20Lansia%2C%20Bandung,osm
pet-park,Pet Park,Alam,,,,-6.9042277,107.625098,,"['yes', 'park', '24/7', 'yes']",,https://www.google.com/maps/search/?api=1&query=Pet%20Park%2C%20Bandung,osm
green-park,Green Park,Alam,,,,-6.8779558,107.5626606,,"['park', 'near_mosque']",,https://www.google.com/maps/search/?api=1&query=Green%20Park%2C%20Bandung,osm
taman-lalu-lintas-ade-irma-suryani,Taman Lalu Lintas Ade Irma Suryani,Alam,,,,-6.9112176,107.6134405,,"['yes', 'yes', 'recreation_ground', 'park', 'theme_park']",,https://www.google.com/maps/search/?api=1&query=Taman%20Lalu%20Lintas%20Ade%20Irma%20Suryani%2C%20Bandung,osm
taman-panatayuda,Taman Panatayuda,Alam,,,,-6.8979582,107.6157027,,"['yes', 'park', '24/7', 'no', 'q62078991']",,https://www.google.com/maps/search/?api=1&query=Taman%20Panatayuda%2C%20Bandung,osm
taman-patung-laskar-wanita,Taman Patung Laskar Wanita,Alam,,,,-6.91506,107.6068595,,"['park', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Patung%20Laskar%20Wanita%2C%20Bandung,osm
taman-patung-pelajar-pejuang,Taman Patung Pelajar Pejuang,Alam,,,,-6.9146765,107.606964,,"['park', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Patung%20Pelajar%20Pejuang%2C%20Bandung,osm
taman-cinta,Taman CInta,Alam,,,,-6.9279248,107.7740822,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20CInta%2C%20Bandung,osm
taman-pdam,Taman PDAM,Alam,,,,-6.8713928,107.6185119,,"['no', 'park', 'government', '24/7', 'pdam', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20PDAM%2C%20Bandung,osm
taman-budaya-jawa-barat,Taman Budaya Jawa Barat,Alam,,,,-6.8700448,107.6196683,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Budaya%20Jawa%20Barat%2C%20Bandung,osm
taman-tunas-kelapa,Taman Tunas Kelapa,Alam,"Fountain park located between LLRE Martadinata & Gandapura street. It has picnic benches,fountain and trees on both end of the park. Situated right across the lush green Taman Pramuka.",,,-6.9106726,107.626505,,"['fountain_park_located_between_llre_martadinata_&_gandapura_street._it_has_picnic_benches,fountain_and_trees_on_both_end_of_the_park._situated_right_across_the_lush_green_taman_pramuka.', 'park']",,https://www.google.com/maps/search/?api=1&query=Taman%20Tunas%20Kelapa%2C%20Bandung,osm
taman-balai-kota-bandung,Taman Balai Kota Bandung,Alam,"Lush green City park located within the compound of Balai Kota Bandung (Bandung City Hall). Integrated with Bandros shelter, Bandung City Tour on Bus.",,,-6.9131583,107.6097373,,"['lush_green_city_park_located_within_the_compound_of_balai_kota_bandung_(bandung_city_hall)._integrated_with_bandros_shelter,_bandung_city_tour_on_bus.', 'park', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Balai%20Kota%20Bandung%2C%20Bandung,osm
taman-foto,Taman Foto,Alam,"Local recreational park with meadow, and trees.",,,-6.9134856,107.6271179,,"['taman_fotografi', 'local_recreational_park_with_meadow,_and_trees.', 'park', 'yes', 'q64759460']",,https://www.google.com/maps/search/?api=1&query=Taman%20Foto%2C%20Bandung,osm
tugu-persib,Tugu PERSIB,Alam,,,,-6.9179395,107.6125094,,['park'],,https://www.google.com/maps/search/?api=1&query=Tugu%20PERSIB%2C%20Bandung,osm
taman-budaya,Taman Budaya,Alam,,,,-6.8698659,107.6176954,,"['yes', 'arts_centre', 'yes', 'park', '24/7', 'limited']",,https://www.google.com/maps/search/?api=1&query=Taman%20Budaya%2C%20Bandung,osm
lap-stks-bandung,lap STKS BANDUNG,Alam,,,,-6.8719638,107.6189064,,"['yes', 'park']",,https://www.google.com/maps/search/?api=1&query=lap%20STKS%20BANDUNG%2C%20Bandung,osm
hutan-kota-babakan-siliwangi,Hutan Kota Babakan Siliwangi,Alam,,,,-6.886102,107.6101977,,"['yes', 'needleleaved', 'park', 'wood', '24/7', 'limited', 'q16874988', 'en:babakan_siliwangi']",,https://www.google.com/maps/search/?api=1&query=Hutan%20Kota%20Babakan%20Siliwangi%2C%20Bandung,osm
alun-alun-leles,Alun-alun Leles,Alam,,,,-7.108357,107.8988107,,['park'],,https://www.google.com/maps/search/?api=1&query=Alun-alun%20Leles%2C%20Bandung,osm
alun-alun-tarogong,Alun-alun Tarogong,Alam,,,,-7.1900241,107.8897967,,['park'],,https://www.google.com/maps/search/?api=1&query=Alun-alun%20Tarogong%2C%20Bandung,osm
lapangan-tanjung,Lapangan Tanjung,Alam,,,,-7.1689743,107.8961235,,['park'],,https://www.google.com/maps/search/?api=1&query=Lapangan%20Tanjung%2C%20Bandung,osm
lapangan-jaya-bhakti,Lapangan Jaya Bhakti,Alam,,,,-7.0820816,107.8932929,,['park'],,https://www.google.com/maps/search/?api=1&query=Lapangan%20Jaya%20Bhakti%2C%20Bandung,osm
kolam-renang-dan-pemandian-mata-air-panas-cipanas,Kolam Renang dan Pemandian Mata Air Panas CIPANAS,Alam,,,,-7.1873013,107.5969819,,['park'],,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20dan%20Pemandian%20Mata%20Air%20Panas%20CIPANAS%2C%20Bandung,osm
penangkaran-rusa-kertamanah,Penangkaran Rusa Kertamanah,Alam,,,,-7.19011,107.6107864,,['park'],,https://www.google.com/maps/search/?api=1&query=Penangkaran%20Rusa%20Kertamanah%2C%20Bandung,osm
arena-wisata-situ-cileunca,Arena Wisata Situ Cileunca,Alam,,,,-7.193777,107.5458426,,['park'],,https://www.google.com/maps/search/?api=1&query=Arena%20Wisata%20Situ%20Cileunca%2C%20Bandung,osm
taman-superhero,Taman Superhero,Alam,,,,-6.9108526,107.6304931,,"['yes', 'park', '24/7', 'grass', 'yes', 'limited', 'q64759467']",,https://www.google.com/maps/search/?api=1&query=Taman%20Superhero%2C%20Bandung,osm
lapang-aroma,lapang aroma,Alam,,,,-6.9725259,107.5578721,,['park'],,https://www.google.com/maps/search/?api=1&query=lapang%20aroma%2C%20Bandung,osm
lapangan-cinta,Lapangan Cinta,Alam,,,,-6.8916609,107.6106721,,['park'],,https://www.google.com/maps/search/?api=1&query=Lapangan%20Cinta%2C%20Bandung,osm
taman-ganesha,Taman Ganesha,Alam,,,,-6.894052,107.6104448,,"['yes', 'park', '24/7', 'limited']",,https://www.google.com/maps/search/?api=1&query=Taman%20Ganesha%2C%20Bandung,osm
lapangan-panggung,Lapangan panggung,Alam,,,,-6.8927906,107.6062052,,['park'],,https://www.google.com/maps/search/?api=1&query=Lapangan%20panggung%2C%20Bandung,osm
bunderan-taman-kopo-indah-2,Bunderan Taman Kopo Indah 2,Alam,,,,-6.9619503,107.5592649,,['park'],,https://www.google.com/maps/search/?api=1&query=Bunderan%20Taman%20Kopo%20Indah%202%2C%20Bandung,osm
alun-alun-majalaya,Alun-Alun Majalaya,Alam,,,,-7.0494615,107.7616306,,['park'],,https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Majalaya%2C%20Bandung,osm
rusa-tutul,Rusa Tutul,Alam,,,,-6.8892728,107.6064057,,['park'],,https://www.google.com/maps/search/?api=1&query=Rusa%20Tutul%2C%20Bandung,osm
betet,Betet,Alam,,,,-6.8909656,107.6073674,,['park'],,https://www.google.com/maps/search/?api=1&query=Betet%2C%20Bandung,osm
kakaktua-raja-hitam,Kakaktua Raja Hitam,Alam,,,,-6.8917048,107.6071628,,['park'],,https://www.google.com/maps/search/?api=1&query=Kakaktua%20Raja%20Hitam%2C%20Bandung,osm
kura-kura,Kura - Kura,Alam,,,,-6.8926788,107.6072722,,['park'],,https://www.google.com/maps/search/?api=1&query=Kura%20-%20Kura%2C%20Bandung,osm
orang-utan,Orang Utan,Alam,,,,-6.8903436,107.6073311,,['park'],,https://www.google.com/maps/search/?api=1&query=Orang%20Utan%2C%20Bandung,osm
kasuari,Kasuari,Alam,,,,-6.8893409,107.6067028,,['park'],,https://www.google.com/maps/search/?api=1&query=Kasuari%2C%20Bandung,osm
koak-biru,Koak Biru,Alam,,,,-6.8914404,107.6071175,,['park'],,https://www.google.com/maps/search/?api=1&query=Koak%20Biru%2C%20Bandung,osm
taman-vanda,Taman Vanda,Alam,,,,-6.9140803,107.6100658,,"['park', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Vanda%2C%20Bandung,osm
area-parkir-cocorico-cafe,Area Parkir Cocorico Cafe,Alam,,,,-6.8628693,107.6291067,,['park'],,https://www.google.com/maps/search/?api=1&query=Area%20Parkir%20Cocorico%20Cafe%2C%20Bandung,osm
alun-alun-cimahi,Alun-Alun Cimahi,Alam,,,,-6.8731909,107.5423047,,['park'],,https://www.google.com/maps/search/?api=1&query=Alun-Alun%20Cimahi%2C%20Bandung,osm
taman-pasopati,Taman Pasopati,Alam,,,,-6.8981061,107.6092197,,"['yes', 'taman_jomblo', 'park', '24/7', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Pasopati%2C%20Bandung,osm
taman-musik-centrum,Taman Musik Centrum,Alam,,,,-6.9119872,107.6160084,,"['park', 'yes', 'q64759465']",,https://www.google.com/maps/search/?api=1&query=Taman%20Musik%20Centrum%2C%20Bandung,osm
taman-film,Taman Film,Alam,,,,-6.8985383,107.6076999,,"['park', 'q24039069']",,https://www.google.com/maps/search/?api=1&query=Taman%20Film%2C%20Bandung,osm
taman-skate,Taman Skate,Alam,,,,-6.8981274,107.6086919,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Skate%2C%20Bandung,osm
taman-cibeunying,Taman Cibeunying,Alam,,,,-6.904562,107.6241503,,"['yes', 'robotic_park', 'park', 'robot_park', '24/7', 'no', 'q62082793']",,https://www.google.com/maps/search/?api=1&query=Taman%20Cibeunying%2C%20Bandung,osm
danau-dariza-hotel,Danau Dariza Hotel,Alam,,,,-7.1804436,107.876498,,['park'],,https://www.google.com/maps/search/?api=1&query=Danau%20Dariza%20Hotel%2C%20Bandung,osm
taman-kota-di-jalan-gempol,Taman kota di jalan gempol,Alam,,,,-6.9037546,107.6150227,,"['yes', 'park', '24/7', 'limited']",,https://www.google.com/maps/search/?api=1&query=Taman%20kota%20di%20jalan%20gempol%2C%20Bandung,osm
parking-area-outdoor,Parking Area Outdoor,Alam,,,,-6.8721848,107.6203336,,['park'],,https://www.google.com/maps/search/?api=1&query=Parking%20Area%20Outdoor%2C%20Bandung,osm
taman-rumah-anggrek,Taman Rumah Anggrek,Alam,,,,-6.868265,107.6197275,,"['private', 'park', '24/7', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Rumah%20Anggrek%2C%20Bandung,osm
taman-cikapundung-riverside,Taman Cikapundung Riverside,Alam,,,,-6.9201958,107.608748,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Cikapundung%20Riverside%2C%20Bandung,osm
bunderan-tki-3,Bunderan TKI 3,Alam,,,,-6.960747,107.556728,,['park'],,https://www.google.com/maps/search/?api=1&query=Bunderan%20TKI%203%2C%20Bandung,osm
taman-teras-cikapundung,Taman Teras Cikapundung,Alam,,,,-6.8842965,107.606917,,"['no', 'park']",,https://www.google.com/maps/search/?api=1&query=Taman%20Teras%20Cikapundung%2C%20Bandung,osm
taman-rajiman,Taman Rajiman,Alam,,,,-6.9037705,107.6012117,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Rajiman%2C%20Bandung,osm
alun-alun-pinus,Alun Alun Pinus,Alam,,,,-6.9655908,107.6982188,,['park'],,https://www.google.com/maps/search/?api=1&query=Alun%20Alun%20Pinus%2C%20Bandung,osm
ground,Ground,Alam,,,,-7.0871276,107.5150387,,['park'],,https://www.google.com/maps/search/?api=1&query=Ground%2C%20Bandung,osm
taman-kartini,Taman Kartini,Alam,,,,-6.8884586,107.5368465,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Kartini%2C%20Bandung,osm
amanda-brownies-parking-spot,Amanda Brownies Parking spot,Alam,,,,-6.8868701,107.6133985,,['park'],,https://www.google.com/maps/search/?api=1&query=Amanda%20Brownies%20Parking%20spot%2C%20Bandung,osm
taman-mesjid-agung-cimahi,Taman Mesjid Agung Cimahi,Alam,,,,-6.8729693,107.5419413,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Mesjid%20Agung%20Cimahi%2C%20Bandung,osm
lapangan-olahraga-armed,Lapangan Olahraga ARMED,Alam,,,,-6.8798819,107.5362999,,['park'],,https://www.google.com/maps/search/?api=1&query=Lapangan%20Olahraga%20ARMED%2C%20Bandung,osm
taman-lapangan-tembak-armed,Taman Lapangan Tembak ARMED,Alam,,,,-6.8793431,107.5368083,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Lapangan%20Tembak%20ARMED%2C%20Bandung,osm
taman-dustira,Taman DUSTIRA,Alam,,,,-6.8879531,107.5356134,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20DUSTIRA%2C%20Bandung,osm
taman-menuju-brigif,Taman Menuju BRIGIF,Alam,,,,-6.887812,107.5330924,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Menuju%20BRIGIF%2C%20Bandung,osm
taman-pasar-antri-lama,Taman Pasar Antri Lama,Alam,,,,-6.8795597,107.5400538,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Pasar%20Antri%20Lama%2C%20Bandung,osm
taman-saparua,Taman Saparua,Alam,,,,-6.90851,107.6164262,,"['yes', 'park', '24/7', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Saparua%2C%20Bandung,osm
taman-maluku,Taman Maluku,Alam,,,,-6.9092736,107.6149523,,"['yes', 'park', '24/7', 'limited']",,https://www.google.com/maps/search/?api=1&query=Taman%20Maluku%2C%20Bandung,osm
cagar-alam-gunung-tangkuban-parahu,Cagar Alam Gunung Tangkuban Parahu,Alam,,,,-6.739689,107.6160796,,"['protected_area', 'nature_reserve', 'balai_besar_konservasi_sumber_daya_alam_jawa_barat', '3']",,https://www.google.com/maps/search/?api=1&query=Cagar%20Alam%20Gunung%20Tangkuban%20Parahu%2C%20Bandung,osm
cagar-alam-gunung-burangrang,Cagar Alam Gunung Burangrang,Alam,,,,-6.736138,107.5536324,,"['protected_area', 'nature_reserve', 'balai_besar_konservasi_sumber_daya_alam_jawa_barat', '3']",,https://www.google.com/maps/search/?api=1&query=Cagar%20Alam%20Gunung%20Burangrang%2C%20Bandung,osm
taman-parkir-umum,Taman Parkir Umum,Alam,,,,-6.8854379,107.6245703,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Parkir%20Umum%2C%20Bandung,osm
bumi-samami,Bumi Samami,Alam,,,,-6.8840439,107.6237325,,"['private', 'park', 'mo-su_08:00-16:00', 'no']",,https://www.google.com/maps/search/?api=1&query=Bumi%20Samami%2C%20Bandung,osm
taman-binaan-lpm,Taman Binaan LPM,Alam,,,,-6.8852061,107.6156721,,"['yes', 'park', '24/7', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Binaan%20LPM%2C%20Bandung,osm
dago-north-pedestrian-1,Dago North Pedestrian 1,Alam,,,,-6.8859947,107.6133833,,['park'],,https://www.google.com/maps/search/?api=1&query=Dago%20North%20Pedestrian%201%2C%20Bandung,osm
taman-kota-rth-tirtawening,Taman Kota RTH Tirtawening,Alam,,,,-6.8967494,107.6105673,,"['private', 'park', '24/7', 'limited']",,https://www.google.com/maps/search/?api=1&query=Taman%20Kota%20RTH%20Tirtawening%2C%20Bandung,osm
taman-tugu-kb,Taman Tugu KB,Alam,,,,-6.8846895,107.6044583,,"['yes', 'park', '24/7', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Tugu%20KB%2C%20Bandung,osm
taman-hegarmanah,Taman Hegarmanah,Alam,,,,-6.8781656,107.6001256,,"['park', 'no']",,https://www.google.com/maps/search/?api=1&query=Taman%20Hegarmanah%2C%20Bandung,osm
taman-segitiga-dago,Taman Segitiga Dago,Alam,,,,-6.8852485,107.6130272,,"['yes', 'park', '24/7', 'limited']",,https://www.google.com/maps/search/?api=1&query=Taman%20Segitiga%20Dago%2C%20Bandung,osm
taman-gasibu,Taman Gasibu,Alam,,,,-6.9002951,107.6187097,,"['yes', 'park', '24/7', 'yes', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Gasibu%2C%20Bandung,osm
taman-sejarah,Taman Sejarah,Alam,,,,-6.9103676,107.610184,,"['park', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Sejarah%2C%20Bandung,osm
taman-dinas-perpus-dan-arsip-bandung,Taman Dinas Perpus dan Arsip Bandung,Alam,,,,-6.9079152,107.6136026,,"['park', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20Dinas%20Perpus%20dan%20Arsip%20Bandung%2C%20Bandung,osm
taman-pusdai,Taman PUSDAI,Alam,,,,-6.9001239,107.6259415,,"['park', 'yes']",,https://www.google.com/maps/search/?api=1&query=Taman%20PUSDAI%2C%20Bandung,osm
taman-sosiologi,Taman Sosiologi,Alam,,,,-6.8830471,107.6233803,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Sosiologi%2C%20Bandung,osm
taman-teknik-sipil,Taman Teknik Sipil,Alam,,,,-6.8921581,107.6100336,,['park'],,https://www.google.com/maps/search/?api=1&query=Taman%20Teknik%20Sipil%2C%20Bandung,osm
lapangan-radar,Lapangan Radar,Alam,,,,-6.8908187,107.60841,,['park'],,https://www.google.com/maps/search/?api=1&query=Lapangan%20Radar%2C%20Bandung,osm
